USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
959,1974,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,No,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
960,1977,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
961,1964,Female,"$100,001 - $150,000",Married (w/kids),,Democrat,No,No,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,,No,No,Yes,No,TMI,No,Yes,,,,No,No,No,Yes,,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
962,1994,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,Yes,Yes,No,No,Yes,No,Public,Yes,Yes,Yes,Yes,No,Yes,No,Art,Study first,No,Yes,No,No,Giving,No,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,,Yes,,,In-person,No,No,Yes,,Grrr people,,,,,,,,No,Yes,No,No,No,Rent,,,No,Yes,Yes,Yes,Check!,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes
964,1996,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,,Yes,No,No,Yes,No,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,No,No,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,Yes,,Yes,,Yes,Online,No,No,Yes,No,Grrr people,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,,,,,,No,No,No,Yes,Yes,Yes,No,Yes
966,1998,Female,"over $150,000",Single (no kids),Current K-12,Republican,No,No,No,No,Yes,Yes,Public,No,No,Yes,Yes,No,Yes,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,No,Yes,No,No,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
967,1976,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,No,No,Yes,Yes,,No,No,No,Yes,,,,,,
968,1980,Female,,Married (w/kids),High School Diploma,Democrat,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,No,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,,No,No,Me,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,,Yes,,,Cautious,,Umm...,No,Socialize,No,,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
970,1985,Male,"$75,000 - $100,000",Single (no kids),Doctoral Degree,Democrat,No,Yes,No,No,No,Yes,Private,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,No,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Socialize,Yes,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Rent,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
971,1962,Female,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Republican,No,Yes,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Art,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,Start,No,No,Circumstances,No,No,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,Online,Yes,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,No
972,1987,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Democrat,Yes,Yes,No,Yes,Yes,Yes,Private,No,Yes,Yes,No,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,Yes,No,TMI,No,Yes,Tunes,Technology,No,Yes,No,Yes,Yes,Demanding,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,
974,1971,Male,"over $150,000",Married (no kids),Master's Degree,Democrat,,,No,,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1980,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,Yes,No,No,Yes,No,Yes,Public,No,Yes,Yes,No,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,No,No,TMI,Yes,No,Talk,People,No,No,Yes,No,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Rent,Pessimist,Dad,Yes,No,No,Yes,Check!,Yes,Yes,No,No,Yes,No,Yes,No,No,No
977,1969,Female,"over $150,000",Single (no kids),Doctoral Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,No,Own,Optimist,Dad,Yes,No,No,No,Nope,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
978,1969,Male,"$50,000 - $74,999",Married (w/kids),,Democrat,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,No,Mysterious,No,No,Talk,People,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,Yes,Yes,Yes,,Check!,Yes,No,,Yes,Yes,No,Yes,No,Yes,Yes
979,1980,Male,"$50,000 - $74,999",Married (no kids),Master's Degree,Democrat,,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,,Yes,No,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
980,1989,Male,"$25,001 - $50,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Talk,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1975,Male,"$75,000 - $100,000",Married (w/kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,Yes,,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,No,No,No,No,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Own,Pessimist,Mom,Yes,No,Yes,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes
982,1980,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,,End,,,Circumstances,,,,,,,,,,,No,,,,,,,,Yes,Risk-friendly,No,Umm...,,Space,No,In-person,No,No,Yes,Yes,Grrr people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
984,1991,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,No,,,,,,,,Yes,No,No,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,Yes,Umm...,No,Socialize,No,In-person,Yes,No,Yes,No,Grrr people,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
985,1991,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,Yes,No,Talk,People,No,No,No,No,Yes,Supportive,No,PC,No,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
986,1972,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,Yes,Yes,No,No,Yes,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,Yes,Talk,People,Yes,Yes,No,No,No,Supportive,Yes,Mac,No,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Own,Pessimist,Mom,,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,
987,1985,Male,"under $25,000",Single (no kids),Bachelor's Degree,Republican,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,No,Yes,Me,No,No,Yes,No,Yes,TMI,No,No,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
988,1976,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,No,Giving,No,No,Pragmatist,Yes,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
989,1978,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,End,No,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Talk,Technology,No,,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
990,1983,Male,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,No,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,Yes,Umm...,No,Space,No,In-person,No,No,Yes,No,Yay people!,No,No,No,Yes,No,No,No,No,No,No,No,No,Rent,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
991,1970,Female,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,Yes,No,TMI,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,PC,Yes,Cautious,Yes,Yes!,Yes,Socialize,No,Online,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
992,1978,Male,,Domestic Partners (no kids),,Democrat,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Talk,People,No,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Mom,No,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
993,1971,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Republican,No,Yes,No,No,Yes,No,Public,No,No,No,Yes,Yes,No,No,Art,Study first,Yes,No,No,Yes,Giving,No,Yes,Pragmatist,Yes,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,No,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,Yes,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,PC,No,Cautious,No,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
994,1986,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,Yes,No,No,No,Yes,Yes,Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,No,Yes,Yay people!,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
995,1969,Female,"$100,001 - $150,000",Married (w/kids),,Republican,,,No,Yes,,Yes,Public,,No,No,,No,No,Yes,,,,No,Yes,No,,Yes,No,,No,,,Standard hours,No,,,Yes,No,,,,,Yes,No,,,,No,,No,,No,,Tunes,People,,,,,Yes,Demanding,,Mac,,Cautious,Yes,Yes!,No,Space,Yes,Online,No,,Yes,,,,No,,No,,Yes,,No,,No,No,,Own,Optimist,,No,,,Yes,Check!,No,No,,Yes,,No,Yes,,,Yes
996,1962,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Democrat,,,No,Yes,,,,No,,,Yes,,No,Yes,,,Yes,,,No,Giving,Yes,No,,,Yes,Cool headed,Odd hours,,Right,,,,,,,,,,,,,Yes,Yes,,,Yes,,Tunes,Technology,,,,No,,,,,Yes,,,,,,,,,,,,,Yes,Yes,No,,No,,,Yes,Yes,,,No,Own,,,,,,,,,No,,,,,Yes,Yes,,
997,1993,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,,Yes,No,No,Yes,No,Public,No,No,No,No,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,,,,,Yes,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,Mysterious,No,Yes,,,,,,,,,,,,Cautious,,Yes!,No,Space,No,In-person,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,
998,1985,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,No,Yes,No,Yes,Yes,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,End,No,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
999,1941,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,,,,,,,,,,,No,No,,Yes,Science,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,
1000,1986,Female,"under $25,000",Single (no kids),Bachelor's Degree,Republican,,,,,,,,No,No,No,Yes,Yes,No,Yes,Art,Study first,No,Yes,No,No,Receiving,No,No,,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,No,Supportive,No,PC,,Cautious,,Yes!,No,Socialize,No,Online,Yes,No,Yes,Yes,Yay people!,,,,,,,No,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1001,1983,Female,"$25,001 - $50,000",Married (w/kids),Current Undergraduate,Democrat,,Yes,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,Yes,Yes,Receiving,Yes,No,Idealist,Yes,Yes,Cool headed,Standard hours,No,Happy,No,No,Yes,Yes,P.M.,,,,,,,,,,,TMI,Yes,Yes,Tunes,People,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Socialize,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
1003,1956,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,No,No,No,Yes,Yes,Yes,Public,,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Hot headed,Odd hours,Yes,,,Yes,Yes,No,P.M.,,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,Yes,Yes!,,,No,,,No,Yes,No,,Yes,Yes,No,Yes,,No,Yes,Yes,,No,Yes,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,,No,Yes,Yes,No,Only-child,,No,Yes
1004,1983,Female,"over $150,000",Married (w/kids),Master's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,,,,,No,Mysterious,Yes,No,Talk,People,No,Yes,Yes,No,Yes,Demanding,No,PC,No,Cautious,Yes,Yes!,No,Space,Yes,Online,No,Yes,Yes,No,Yay people!,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,,No,No,No,No,Yes,No,No,Yes
1005,1980,Female,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Democrat,,,,,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,,Yes,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,,,,,,,,,,,,,,,Yes,,No,TMI,No,Yes,Tunes,People,No,No,No,No,Yes,,,,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,,,,,,,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
